Geography,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Total population,Hispanic or Latino (of any race),Not Latino,One Race,Two or More Races
"Osakis city, Todd County, Minnesota",164,164,25,0,0,0,0,164,0,164,139,25
"Reynolds township, Todd County, Minnesota",599,599,0,14,0,0,0,599,0,599,585,14
"Round Prairie township, Todd County, Minnesota",859,859,16,30,0,0,0,859,13,846,813,46
"Staples city, Todd County, Minnesota",2147,2098,2,22,0,0,44,2147,83,2064,2128,19
"Staples township, Todd County, Minnesota",516,493,0,23,0,0,0,516,4,512,516,0
"Stowe Prairie township, Todd County, Minnesota",427,427,0,4,0,0,0,427,0,427,423,4
"Swanville city, Todd County, Minnesota",3,3,0,0,0,0,0,3,0,3,3,0
"Turtle Creek township, Todd County, Minnesota",256,255,0,0,0,0,1,256,1,255,256,0
"Villard township, Todd County, Minnesota",634,584,24,32,43,0,0,634,13,621,589,45
"Ward township, Todd County, Minnesota",470,470,0,0,0,0,0,470,1,469,470,0
"West Union city, Todd County, Minnesota",132,132,0,0,0,0,0,132,0,132,132,0
"West Union township, Todd County, Minnesota",250,250,0,0,0,0,0,250,0,250,250,0
"Wykeham township, Todd County, Minnesota",397,389,0,4,3,5,5,397,1,396,388,9
"Arthur township, Traverse County, Minnesota",90,90,0,0,0,0,0,90,0,90,90,0
"Browns Valley city, Traverse County, Minnesota",522,400,4,150,2,10,0,522,0,522,478,44
"Clifton township, Traverse County, Minnesota",58,58,0,0,0,0,0,58,0,58,58,0
"Croke township, Traverse County, Minnesota",103,103,0,0,0,0,0,103,0,103,103,0
"Dollymount township, Traverse County, Minnesota",23,23,0,0,0,0,0,23,0,23,23,0
"Dumont city, Traverse County, Minnesota",121,121,0,0,0,0,0,121,2,119,121,0
"Folsom township, Traverse County, Minnesota",97,86,0,0,11,0,0,97,0,97,97,0
"Lake Valley township, Traverse County, Minnesota",263,263,0,0,0,0,0,263,0,263,263,0
"Leonardsville township, Traverse County, Minnesota",121,121,0,0,0,0,0,121,0,121,121,0
"Monson township, Traverse County, Minnesota",81,81,0,0,0,0,0,81,0,81,81,0
"Parnell township, Traverse County, Minnesota",23,23,0,0,0,0,0,23,0,23,23,0
"Redpath township, Traverse County, Minnesota",33,33,0,0,0,0,0,33,0,33,33,0
"Tara township, Traverse County, Minnesota",123,123,0,0,0,0,0,123,0,123,123,0
"Taylor township, Traverse County, Minnesota",61,61,1,0,0,0,0,61,2,59,60,1
"Tintah city, Traverse County, Minnesota",34,34,0,0,0,0,0,34,0,34,34,0
"Tintah township, Traverse County, Minnesota",23,23,0,0,0,0,0,23,0,23,23,0
"Walls township, Traverse County, Minnesota",30,30,0,0,0,0,0,30,0,30,30,0
"Wheaton city, Traverse County, Minnesota",1508,1449,33,28,8,0,14,1508,77,1431,1484,24
"Windsor township, Traverse County, Minnesota",43,43,0,0,0,0,0,43,2,41,43,0
"Bellechester city, Wabasha County, Minnesota",45,43,0,2,0,0,0,45,2,43,45,0
"Chester township, Wabasha County, Minnesota",473,473,0,0,0,0,0,473,0,473,473,0
"Elgin city, Wabasha County, Minnesota",1301,1301,14,4,23,9,0,1301,48,1253,1260,41
"Elgin township, Wabasha County, Minnesota",682,648,22,17,22,0,6,682,22,660,649,33
"Gillford township, Wabasha County, Minnesota",532,530,0,1,2,0,0,532,1,531,531,1
"Glasgow township, Wabasha County, Minnesota",165,165,0,2,0,0,0,165,0,165,163,2
"Greenfield township, Wabasha County, Minnesota",1346,1340,0,7,12,0,0,1346,24,1322,1333,13
"Hammond city, Wabasha County, Minnesota",77,72,5,0,0,0,0,77,15,62,77,0
"Highland township, Wabasha County, Minnesota",481,476,0,0,5,0,0,481,0,481,481,0
"Hyde Park township, Wabasha County, Minnesota",266,266,0,0,0,0,0,266,0,266,266,0
"Kellogg city, Wabasha County, Minnesota",478,470,0,8,14,0,0,478,28,450,464,14
"Lake township, Wabasha County, Minnesota",540,534,30,0,0,0,0,540,0,540,516,24
"Lake City city, Wabasha County, Minnesota",4293,4219,55,40,0,0,9,4293,176,4117,4263,30
"Mazeppa city, Wabasha County, Minnesota",833,823,9,0,3,0,7,833,27,806,824,9
"Mazeppa township, Wabasha County, Minnesota",698,680,19,3,12,0,0,698,5,693,682,16
"Millville city, Wabasha County, Minnesota",152,150,0,0,0,0,6,152,11,141,148,4
"Minneiska city, Wabasha County, Minnesota",57,53,0,2,4,0,0,57,0,57,55,2
"Minneiska township, Wabasha County, Minnesota",136,136,0,0,0,0,0,136,3,133,136,0
"Mount Pleasant township, Wabasha County, Minnesota",433,433,0,0,0,0,0,433,0,433,433,0
"Oakwood township, Wabasha County, Minnesota",357,357,0,0,0,0,0,357,0,357,357,0
"Pepin township, Wabasha County, Minnesota",317,315,6,0,0,0,0,317,0,317,313,4
"Plainview city, Wabasha County, Minnesota",3275,3255,3,20,0,0,0,3275,113,3162,3272,3
"Plainview township, Wabasha County, Minnesota",476,476,0,0,0,0,0,476,20,456,476,0
"Wabasha city, Wabasha County, Minnesota",2576,2525,10,15,28,0,33,2576,97,2479,2541,35
"Watopa township, Wabasha County, Minnesota",254,254,0,0,0,0,0,254,3,251,254,0
"West Albany township, Wabasha County, Minnesota",356,356,0,0,0,0,0,356,0,356,356,0
"Zumbro township, Wabasha County, Minnesota",651,638,0,0,32,0,4,651,11,640,628,23
"Zumbro Falls city, Wabasha County, Minnesota",240,235,55,20,9,0,0,240,7,233,173,67
"Aldrich city, Wadena County, Minnesota",55,55,0,0,0,0,0,55,0,55,55,0
"Aldrich township, Wadena County, Minnesota",446,437,0,2,6,0,6,446,28,418,441,5
"Blueberry township, Wadena County, Minnesota",881,860,8,17,13,0,0,881,0,881,864,17
"Bullard township, Wadena County, Minnesota",175,175,0,0,0,0,0,175,0,175,175,0
"Huntersville township, Wadena County, Minnesota",103,100,3,0,3,0,0,103,0,103,100,3
"Leaf River township, Wadena County, Minnesota",530,474,36,19,0,0,4,530,5,525,527,3
"Lyons township, Wadena County, Minnesota",181,174,4,13,0,0,0,181,0,181,171,10
"Meadow township, Wadena County, Minnesota",219,219,0,0,0,0,0,219,0,219,219,0
"Menahga city, Wadena County, Minnesota",1168,1153,16,4,7,10,0,1168,9,1159,1156,12
"Nimrod city, Wadena County, Minnesota",97,97,0,0,0,0,0,97,0,97,97,0
"North Germany township, Wadena County, Minnesota",223,223,1,1,0,0,0,223,5,218,222,1
"Orton township, Wadena County, Minnesota",155,155,0,0,0,0,0,155,12,143,155,0
"Red Eye township, Wadena County, Minnesota",488,482,9,0,0,0,0,488,38,450,485,3
"Rockwood township, Wadena County, Minnesota",376,348,17,1,4,0,7,376,10,366,375,1
"Sebeka city, Wadena County, Minnesota",818,793,18,12,4,0,0,818,0,818,809,9
"Shell River township, Wadena County, Minnesota",277,258,0,5,19,0,0,277,0,277,272,5
"Staples city, Wadena County, Minnesota",861,861,0,0,24,0,0,861,0,861,837,24
"Thomastown township, Wadena County, Minnesota",746,739,0,0,0,0,7,746,27,719,746,0
"Verndale city, Wadena County, Minnesota",614,593,1,19,0,0,3,614,3,611,612,2
"Wadena city, Wadena County, Minnesota",3998,3888,108,66,0,0,0,3998,91,3907,3934,64
"Wadena township, Wadena County, Minnesota",767,760,3,4,0,0,0,767,13,754,767,0
"Wing River township, Wadena County, Minnesota",448,440,2,12,3,0,0,448,0,448,441,7
"Alton township, Waseca County, Minnesota",391,391,3,0,0,0,0,391,0,391,388,3
"Blooming Grove township, Waseca County, Minnesota",407,407,0,0,18,2,0,407,3,404,387,20
"Byron township, Waseca County, Minnesota",173,173,0,2,0,0,0,173,3,170,171,2
"Elysian city, Waseca County, Minnesota",8,8,0,0,0,0,0,8,0,8,8,0
"Freedom township, Waseca County, Minnesota",349,349,0,0,0,0,0,349,2,347,349,0
"Iosco township, Waseca County, Minnesota",449,446,0,3,0,1,0,449,8,441,448,1
"Janesville city, Waseca County, Minnesota",2663,2577,25,21,22,0,46,2663,101,2562,2635,28
"Janesville township, Waseca County, Minnesota",497,492,8,0,0,0,0,497,0,497,494,3
"New Richland city, Waseca County, Minnesota",1174,1150,2,0,14,0,10,1174,33,1141,1172,2
"New Richland township, Waseca County, Minnesota",402,396,0,0,0,0,6,402,6,396,402,0
"Otisco township, Waseca County, Minnesota",474,454,0,0,3,0,25,474,31,443,466,8
"St. Mary township, Waseca County, Minnesota",406,401,0,0,5,0,0,406,9,397,406,0
"Vivian township, Waseca County, Minnesota",228,222,0,0,3,0,3,228,3,225,228,0
"Waldorf city, Waseca County, Minnesota",188,180,0,0,10,0,0,188,0,188,186,2
"Waseca city, Waseca County, Minnesota",9151,8425,501,167,111,7,184,9151,799,8352,8907,244
"Wilton township, Waseca County, Minnesota",390,385,1,2,0,2,3,390,45,345,387,3
"Woodville township, Waseca County, Minnesota",1548,1504,11,0,28,0,11,1548,42,1506,1542,6
"Afton city, Washington County, Minnesota",2963,2804,44,3,112,15,27,2963,101,2862,2921,42
"Bayport city, Washington County, Minnesota",3688,2796,691,327,50,4,18,3688,106,3582,3492,196
"Baytown township, Washington County, Minnesota",1827,1791,6,4,31,0,5,1827,13,1814,1817,10
"Birchwood Village city, Washington County, Minnesota",897,887,8,0,4,0,0,897,0,897,895,2
"Cottage Grove city, Washington County, Minnesota",35902,30892,1965,516,3083,15,756,35902,1736,34166,34577,1325
"Dellwood city, Washington County, Minnesota",1149,1088,46,2,14,0,0,1149,16,1133,1148,1
"Denmark township, Washington County, Minnesota",1738,1715,14,7,6,0,6,1738,13,1725,1728,10
"Forest Lake city, Washington County, Minnesota",19406,18827,614,354,259,39,37,19406,397,19009,18814,592
"Grant city, Washington County, Minnesota",4140,4026,58,19,43,0,0,4140,57,4083,4134,6
"Grey Cloud Island township, Washington County, Minnesota",261,258,8,4,1,0,0,261,4,257,252,9
"Hastings city, Washington County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0
"Hugo city, Washington County, Minnesota",14415,13927,225,26,355,28,40,14415,336,14079,14229,186
"Lake Elmo city, Washington County, Minnesota",8621,8273,92,64,209,0,148,8621,350,8271,8456,165
"Lakeland city, Washington County, Minnesota",1893,1855,2,3,39,0,0,1893,15,1878,1887,6
"Lakeland Shores city, Washington County, Minnesota",332,331,0,0,2,0,1,332,1,331,330,2
"Lake St. Croix Beach city, Washington County, Minnesota",988,982,6,5,0,0,0,988,0,988,983,5
"Landfall city, Washington County, Minnesota",807,680,28,10,9,0,88,807,489,318,799,8
"Mahtomedi city, Washington County, Minnesota",8005,7528,293,69,237,0,32,8005,173,7832,7851,154
"Marine on St. Croix city, Washington County, Minnesota",755,737,26,11,33,0,0,755,7,748,703,52
"May township, Washington County, Minnesota",2873,2807,16,0,74,0,0,2873,20,2853,2849,24
"Newport city, Washington County, Minnesota",3485,3078,555,16,30,0,15,3485,78,3407,3292,193
"Oakdale city, Washington County, Minnesota",27972,22782,2879,427,2567,14,366,27972,1365,26607,27010,962
"Oak Park Heights city, Washington County, Minnesota",4823,4523,208,87,128,0,38,4823,71,4752,4676,147
"Pine Springs city, Washington County, Minnesota",389,372,7,1,2,2,9,389,18,371,385,4
"St. Marys Point city, Washington County, Minnesota",377,372,0,0,8,0,0,377,0,377,374,3
"St. Paul Park city, Washington County, Minnesota",5376,4953,80,160,446,85,40,5376,353,5023,5158,218
"Scandia city, Washington County, Minnesota",4044,3985,18,36,7,0,11,4044,160,3884,4031,13
"Stillwater city, Washington County, Minnesota",19232,18408,532,172,561,0,74,19232,503,18729,18752,480
"Stillwater township, Washington County, Minnesota",1819,1737,27,0,39,0,26,1819,4,1815,1809,10
"West Lakeland township, Washington County, Minnesota",4159,3893,103,0,205,0,0,4159,30,4129,4117,42
"White Bear Lake city, Washington County, Minnesota",477,466,0,0,19,0,0,477,0,477,469,8
"Willernie city, Washington County, Minnesota",518,518,11,0,0,0,0,518,28,490,507,11
"Woodbury city, Washington County, Minnesota",67648,56177,4801,490,7513,130,1215,67648,3403,64245,65128,2520
"Adrian township, Watonwan County, Minnesota",103,103,0,0,0,0,0,103,1,102,103,0
"Antrim township, Watonwan County, Minnesota",216,179,1,0,3,0,33,216,33,183,216,0
"Butterfield city, Watonwan County, Minnesota",545,446,1,24,64,0,23,545,134,411,532,13
"Butterfield township, Watonwan County, Minnesota",161,157,0,0,4,0,0,161,0,161,161,0
"Darfur city, Watonwan County, Minnesota",91,91,7,0,0,0,0,91,4,87,84,7
"Fieldon township, Watonwan County, Minnesota",233,231,2,0,0,0,0,233,0,233,233,0
"La Salle city, Watonwan County, Minnesota",69,69,0,0,0,0,0,69,0,69,69,0
"Lewisville city, Watonwan County, Minnesota",214,211,0,3,0,0,0,214,20,194,214,0
"Long Lake township, Watonwan County, Minnesota",297,297,0,0,0,0,2,297,2,295,295,2
"Madelia city, Watonwan County, Minnesota",2599,2326,103,39,57,0,169,2599,628,1971,2530,69
"Madelia township, Watonwan County, Minnesota",398,396,0,0,0,0,8,398,22,376,392,6
"Nelson township, Watonwan County, Minnesota",268,266,0,2,0,0,0,268,0,268,268,0
"Odin city, Watonwan County, Minnesota",95,95,0,0,0,0,0,95,0,95,95,0
"Odin township, Watonwan County, Minnesota",131,131,0,0,0,0,0,131,0,131,131,0
"Ormsby city, Watonwan County, Minnesota",92,92,0,0,0,0,0,92,0,92,92,0
"Riverdale township, Watonwan County, Minnesota",237,237,0,0,0,0,0,237,0,237,237,0
"Rosendale township, Watonwan County, Minnesota",344,338,0,0,6,0,0,344,0,344,344,0
"St. James city, Watonwan County, Minnesota",4454,3632,0,36,0,0,820,4454,1709,2745,4420,34
"St. James township, Watonwan County, Minnesota",216,216,0,0,0,0,0,216,0,216,216,0
"South Branch township, Watonwan County, Minnesota",173,173,0,0,0,0,0,173,0,173,173,0
"Akron township, Wilkin County, Minnesota",178,133,23,45,0,0,0,178,0,178,155,23
"Andrea township, Wilkin County, Minnesota",16,16,0,0,0,0,0,16,0,16,16,0
"Atherton township, Wilkin County, Minnesota",159,159,0,0,0,0,0,159,0,159,159,0
"Bradford township, Wilkin County, Minnesota",53,53,0,0,0,0,0,53,0,53,53,0
"Brandrup township, Wilkin County, Minnesota",145,145,0,0,0,0,0,145,0,145,145,0
"Breckenridge city, Wilkin County, Minnesota",3273,3112,68,158,0,0,0,3273,0,3273,3208,65
"Breckenridge township, Wilkin County, Minnesota",289,285,2,12,0,0,0,289,14,275,279,10
"Campbell city, Wilkin County, Minnesota",161,161,5,13,0,0,0,161,0,161,143,18
"Campbell township, Wilkin County, Minnesota",37,37,0,0,0,0,0,37,0,37,37,0
"Champion township, Wilkin County, Minnesota",35,35,0,0,0,0,0,35,0,35,35,0
"Connelly township, Wilkin County, Minnesota",91,82,0,9,0,0,0,91,0,91,91,0
"Deerhorn township, Wilkin County, Minnesota",80,80,0,10,0,0,0,80,0,80,70,10
"Doran city, Wilkin County, Minnesota",14,14,0,0,0,0,0,14,0,14,14,0
"Foxhome city, Wilkin County, Minnesota",119,119,0,0,0,0,0,119,0,119,119,0
"Foxhome township, Wilkin County, Minnesota",102,97,0,0,0,0,5,102,5,97,102,0
"Kent city, Wilkin County, Minnesota",71,71,0,3,0,0,0,71,0,71,68,3
"McCauleyville township, Wilkin County, Minnesota",20,20,0,0,0,0,0,20,0,20,20,0
"Manston township, Wilkin County, Minnesota",46,46,0,0,0,0,0,46,0,46,46,0
"Meadows township, Wilkin County, Minnesota",50,50,0,0,0,0,6,50,6,44,44,6
"Mitchell township, Wilkin County, Minnesota",82,82,0,0,0,0,0,82,0,82,82,0
"Nashua city, Wilkin County, Minnesota",12,12,0,0,0,0,0,12,0,12,12,0
"Nilsen township, Wilkin County, Minnesota",77,77,0,0,0,0,0,77,0,77,77,0
"Nordick township, Wilkin County, Minnesota",59,59,0,0,0,0,0,59,0,59,59,0
"Prairie View township, Wilkin County, Minnesota",294,294,0,0,0,0,0,294,0,294,294,0
"Roberts township, Wilkin County, Minnesota",137,137,0,0,0,0,0,137,0,137,137,0
"Rothsay city, Wilkin County, Minnesota",315,309,0,12,0,0,0,315,0,315,309,6
"Sunnyside township, Wilkin County, Minnesota",170,159,0,11,0,0,0,170,11,159,170,0
"Tanberg township, Wilkin County, Minnesota",68,68,0,0,0,0,0,68,0,68,68,0
"Wolverton city, Wilkin County, Minnesota",135,126,0,9,0,0,0,135,9,126,135,0
"Wolverton township, Wilkin County, Minnesota",110,110,0,0,0,0,0,110,0,110,110,0
"Altura city, Winona County, Minnesota",528,489,18,0,4,0,35,528,105,423,510,18
"Dakota city, Winona County, Minnesota",304,304,0,0,0,0,0,304,0,304,304,0
"Dresbach township, Winona County, Minnesota",425,422,0,0,10,0,0,425,2,423,418,7
"Elba city, Winona County, Minnesota",104,102,0,0,0,0,5,104,5,99,101,3
"Elba township, Winona County, Minnesota",374,358,0,0,0,0,16,374,33,341,374,0
"Fremont township, Winona County, Minnesota",301,298,0,0,5,2,0,301,44,257,297,4
"Goodview city, Winona County, Minnesota",4066,3986,43,131,0,0,18,4066,289,3777,3954,112
"Hart township, Winona County, Minnesota",313,307,0,4,14,0,0,313,0,313,301,12
"Hillsdale township, Winona County, Minnesota",907,850,4,20,13,0,24,907,85,822,903,4
"Homer township, Winona County, Minnesota",1275,1269,0,0,0,0,6,1275,0,1275,1275,0
"La Crescent city, Winona County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0
"Lewiston city, Winona County, Minnesota",1598,1509,51,0,33,0,37,1598,71,1527,1566,32
"Minneiska city, Winona County, Minnesota",45,45,0,0,0,0,0,45,0,45,45,0
"Minnesota City city, Winona County, Minnesota",166,166,2,0,0,0,0,166,45,121,164,2
"Mount Vernon township, Winona County, Minnesota",198,196,0,0,2,0,0,198,4,194,198,0
"New Hartford township, Winona County, Minnesota",928,896,4,2,26,0,0,928,3,925,928,0
"Norton township, Winona County, Minnesota",474,465,9,3,2,0,0,474,0,474,469,5
"Pleasant Hill township, Winona County, Minnesota",573,569,0,0,0,0,4,573,4,569,573,0
"Richmond township, Winona County, Minnesota",665,659,6,0,0,0,0,665,0,665,665,0
"Rollingstone city, Winona County, Minnesota",662,656,2,0,0,0,6,662,2,660,660,2
"Rollingstone township, Winona County, Minnesota",765,741,0,24,0,0,0,765,18,747,765,0
"St. Charles city, Winona County, Minnesota",3726,3079,35,0,552,31,95,3726,119,3607,3660,66
"St. Charles township, Winona County, Minnesota",646,642,23,0,0,0,4,646,15,631,623,23
"Saratoga township, Winona County, Minnesota",818,811,2,11,8,0,0,818,26,792,808,10
"Stockton city, Winona County, Minnesota",690,663,9,32,44,0,0,690,12,678,646,44
"Utica city, Winona County, Minnesota",318,318,17,1,0,0,0,318,23,295,300,18
"Utica township, Winona County, Minnesota",552,543,1,10,0,0,0,552,9,543,550,2
"Warren township, Winona County, Minnesota",826,738,10,0,96,0,2,826,0,826,806,20
"Whitewater township, Winona County, Minnesota",199,199,0,0,0,0,0,199,0,199,199,0
"Wilson township, Winona County, Minnesota",1105,1101,0,10,4,0,0,1105,45,1060,1095,10
"Winona city, Winona County, Minnesota",27153,25685,832,195,683,23,60,27153,445,26708,26873,280
"Wiscoy township, Winona County, Minnesota",288,288,0,2,0,0,0,288,14,274,286,2
"Albertville city, Wright County, Minnesota",7303,6666,203,0,538,0,0,7303,0,7303,7199,104
"Albion township, Wright County, Minnesota",1136,1131,5,0,0,0,3,1136,4,1132,1133,3
"Annandale city, Wright County, Minnesota",3332,2992,34,0,0,0,306,3332,318,3014,3332,0
"Buffalo city, Wright County, Minnesota",15996,15641,145,49,223,0,4,15996,230,15766,15930,66
"Buffalo township, Wright County, Minnesota",1896,1880,19,6,11,0,0,1896,11,1885,1876,20
"Chatham township, Wright County, Minnesota",1424,1416,0,0,15,0,4,1424,4,1420,1413,11
"Clearwater city, Wright County, Minnesota",1847,1789,18,12,14,0,18,1847,122,1725,1843,4
"Clearwater township, Wright County, Minnesota",1535,1516,16,0,8,0,0,1535,8,1527,1530,5
"Cokato city, Wright County, Minnesota",2732,2568,90,34,4,6,152,2732,308,2424,2614,118
"Cokato township, Wright County, Minnesota",1375,1375,0,0,0,0,0,1375,29,1346,1375,0
"Corinna township, Wright County, Minnesota",2339,2339,6,0,24,10,0,2339,24,2315,2309,30
"Dayton city, Wright County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0
"Delano city, Wright County, Minnesota",5854,5673,235,27,75,0,106,5854,52,5802,5614,240
"Franklin township, Wright County, Minnesota",2841,2831,0,20,15,0,0,2841,14,2827,2816,25
"French Lake township, Wright County, Minnesota",1148,1143,3,0,7,0,0,1148,7,1141,1143,5
"Hanover city, Wright County, Minnesota",2582,2513,0,15,68,0,0,2582,48,2534,2568,14
"Howard Lake city, Wright County, Minnesota",2061,1984,22,13,13,0,70,2061,140,1921,2020,41
"Maple Lake city, Wright County, Minnesota",2042,2019,2,53,0,0,20,2042,32,2010,1990,52
"Maple Lake township, Wright County, Minnesota",1881,1868,2,5,12,0,0,1881,21,1860,1875,6
"Marysville township, Wright County, Minnesota",2416,2321,11,76,44,0,0,2416,74,2342,2391,25
"Middleville township, Wright County, Minnesota",936,891,32,0,19,3,0,936,44,892,927,9
"Monticello city, Wright County, Minnesota",13316,12499,361,220,117,0,348,13316,836,12480,13087,229
"Monticello township, Wright County, Minnesota",3236,3167,15,30,43,0,28,3236,44,3192,3189,47
